"";"municipality";"municipality_id";"state";"population";"account_type";"account";"amount";"i.municipality";"i.municipality_id";"i.state";"i.population";"i.account_type"
"2544";"Prefeitura Municipal de Arco-Íris - SP";3503356;"SP";1873;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018"
"2545";"Prefeitura Municipal de Cafelândia - SP";3508801;"SP";17573;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018"
"2546";"Prefeitura Municipal de Luiziânia - SP";3527702;"SP";5573;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018"
"2547";"Prefeitura Municipal de Pratânia - SP";3541059;"SP";5126;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018"
"2548";"Prefeitura Municipal de Japira - PR";4112306;"PR";5078;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018"
"2549";"Prefeitura Municipal de Concórdia - SC";4204301;"SC";73206;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018"
"2550";"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018"
"2551";"Prefeitura Municipal de Arataca - BA";2902252;"BA";11697;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";20000;"Prefeitura Municipal de Boqueirão do Leão - RS";4302451;"RS";7913;"31/12/2018"
"2552";"Prefeitura Municipal de Borborema - SP";3507407;"SP";15681;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";20000;"Prefeitura Municipal de Boqueirão do Leão - RS";4302451;"RS";7913;"31/12/2018"
"2553";"Prefeitura Municipal de Buri - SP";3508009;"SP";19655;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";20000;"Prefeitura Municipal de Boqueirão do Leão - RS";4302451;"RS";7913;"31/12/2018"
"2554";"Prefeitura Municipal de Pedregulho - SP";3537008;"SP";16582;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";20000;"Prefeitura Municipal de Boqueirão do Leão - RS";4302451;"RS";7913;"31/12/2018"
"2555";"Prefeitura Municipal de Arco-Íris - SP";3503356;"SP";1873;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018"
"2556";"Prefeitura Municipal de Cafelândia - SP";3508801;"SP";17573;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018"
"2557";"Prefeitura Municipal de Luiziânia - SP";3527702;"SP";5573;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018"
"2558";"Prefeitura Municipal de Pratânia - SP";3541059;"SP";5126;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018"
"2559";"Prefeitura Municipal de Japira - PR";4112306;"PR";5078;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018"
"2560";"Prefeitura Municipal de Concórdia - SC";4204301;"SC";73206;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018"
"2561";"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";10000;"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018"
"2562";"Prefeitura Municipal de Santarém - PA";1506807;"PA";294447;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";140000;"Prefeitura Municipal de Nova Pádua - RS";4313086;"RS";2568;"31/12/2018"
"2563";"Prefeitura Municipal de Protásio Alves - RS";4315172;"RS";2034;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";140000;"Prefeitura Municipal de Nova Pádua - RS";4313086;"RS";2568;"31/12/2018"
"2564";"Prefeitura Municipal de Santarém - PA";1506807;"PA";294447;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";140000;"Prefeitura Municipal de Protásio Alves - RS";4315172;"RS";2034;"31/12/2018"
"2565";"Prefeitura Municipal de Nova Pádua - RS";4313086;"RS";2568;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";140000;"Prefeitura Municipal de Protásio Alves - RS";4315172;"RS";2034;"31/12/2018"
"2566";"Prefeitura Municipal de Jaru - RO";1100114;"RO";55806;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";18000;"Prefeitura Municipal de Santa Margarida do Sul - RS";4316972;"RS";2507;"31/12/2018"
"2567";"Prefeitura Municipal de Ilha Grande - PI";2204659;"PI";9242;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";18000;"Prefeitura Municipal de Santa Margarida do Sul - RS";4316972;"RS";2507;"31/12/2018"
"2568";"Prefeitura Municipal de Pequi - MG";3149606;"MG";4369;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";18000;"Prefeitura Municipal de Santa Margarida do Sul - RS";4316972;"RS";2507;"31/12/2018"
"2569";"Prefeitura Municipal de Salto Grande - SP";3545407;"SP";9255;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";18000;"Prefeitura Municipal de Santa Margarida do Sul - RS";4316972;"RS";2507;"31/12/2018"
"2570";"Prefeitura Municipal de Várzea Nova - BA";2933158;"BA";13500;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";36000;"Prefeitura Municipal de Pedro Gomes - MS";5006408;"MS";7738;"31/12/2018"
"2571";"Prefeitura Municipal de Paragominas - PA";1505502;"PA";108547;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";1117,63;"Prefeitura Municipal de Santa Carmem - MT";5107248;"MT";4326;"31/12/2018"
"2572";"Prefeitura Municipal de Américo Brasiliense - SP";3501707;"SP";39189;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";30000;"Prefeitura Municipal de Crixás - GO";5206404;"GO";16795;"31/12/2018"
"2573";"Prefeitura Municipal de Santo Antônio do Aracanguá - SP";3548054;"SP";8228;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";30000;"Prefeitura Municipal de Crixás - GO";5206404;"GO";16795;"31/12/2018"
"2574";"Prefeitura Municipal de Tarumã - SP";3553955;"SP";14378;"31/12/2018";"1.2.2.0.0.00.00 - Investimentos";30000;"Prefeitura Municipal de Crixás - GO";5206404;"GO";16795;"31/12/2018"
"2575";"Prefeitura Municipal de Ilha Grande - PI";2204659;"PI";9242;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";18000;"Prefeitura Municipal de Jaru - RO";1100114;"RO";55806;"31/12/2018"
"2576";"Prefeitura Municipal de Pequi - MG";3149606;"MG";4369;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";18000;"Prefeitura Municipal de Jaru - RO";1100114;"RO";55806;"31/12/2018"
"2577";"Prefeitura Municipal de Santa Margarida do Sul - RS";4316972;"RS";2507;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";18000;"Prefeitura Municipal de Jaru - RO";1100114;"RO";55806;"31/12/2018"
"2578";"Prefeitura Municipal de Caraúbas do Piauí - PI";2202539;"PI";5750;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";12000;"Prefeitura Municipal de Presidente Médici - RO";1100254;"RO";22337;"31/12/2018"
"2579";"Prefeitura Municipal de Fortaleza de Minas - MG";3126307;"MG";4382;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";12000;"Prefeitura Municipal de Presidente Médici - RO";1100254;"RO";22337;"31/12/2018"
"2580";"Prefeitura Municipal de Paulistas - MG";3148400;"MG";4990;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";3e+05;"Prefeitura Municipal de Timon - MA";2112209;"MA";166295;"31/12/2018"
"2581";"Prefeitura Municipal de Presidente Médici - RO";1100254;"RO";22337;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";12000;"Prefeitura Municipal de Caraúbas do Piauí - PI";2202539;"PI";5750;"31/12/2018"
"2582";"Prefeitura Municipal de Fortaleza de Minas - MG";3126307;"MG";4382;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";12000;"Prefeitura Municipal de Caraúbas do Piauí - PI";2202539;"PI";5750;"31/12/2018"
"2583";"Prefeitura Municipal de Jaru - RO";1100114;"RO";55806;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";18000;"Prefeitura Municipal de Ilha Grande - PI";2204659;"PI";9242;"31/12/2018"
"2584";"Prefeitura Municipal de Pequi - MG";3149606;"MG";4369;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";18000;"Prefeitura Municipal de Ilha Grande - PI";2204659;"PI";9242;"31/12/2018"
"2585";"Prefeitura Municipal de Santa Margarida do Sul - RS";4316972;"RS";2507;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";18000;"Prefeitura Municipal de Ilha Grande - PI";2204659;"PI";9242;"31/12/2018"
"2586";"Prefeitura Municipal de Borborema - SP";3507407;"SP";15681;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Arataca - BA";2902252;"BA";11697;"31/12/2018"
"2587";"Prefeitura Municipal de Buri - SP";3508009;"SP";19655;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Arataca - BA";2902252;"BA";11697;"31/12/2018"
"2588";"Prefeitura Municipal de Pedregulho - SP";3537008;"SP";16582;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Arataca - BA";2902252;"BA";11697;"31/12/2018"
"2589";"Prefeitura Municipal de Boqueirão do Leão - RS";4302451;"RS";7913;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Arataca - BA";2902252;"BA";11697;"31/12/2018"
"2590";"Prefeitura Municipal de Santópolis do Aguapeí - SP";3548401;"SP";4650;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";9000;"Prefeitura Municipal de Caém - BA";2905107;"BA";10179;"31/12/2018"
"2591";"Prefeitura Municipal de Iacri - SP";3519204;"SP";6457;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";14000;"Prefeitura Municipal de Cândido Sales - BA";2906709;"BA";26760;"31/12/2018"
"2592";"Prefeitura Municipal de Ipuã - SP";3521309;"SP";15752;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";2000;"Prefeitura Municipal de Canudos - BA";2906824;"BA";17222;"31/12/2018"
"2593";"Prefeitura Municipal de Itajuípe - BA";2915502;"BA";21697;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";27267,36;"Prefeitura Municipal de Coaraci - BA";2908002;"BA";19383;"31/12/2018"
"2594";"Prefeitura Municipal de Coaraci - BA";2908002;"BA";19383;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";27267,36;"Prefeitura Municipal de Itajuípe - BA";2915502;"BA";21697;"31/12/2018"
"2595";"Prefeitura Municipal de Porto Ferreira - SP";3540705;"SP";55100;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";28000;"Prefeitura Municipal de São Félix - BA";2929008;"BA";15272;"31/12/2018"
"2596";"Prefeitura Municipal de Pedro Gomes - MS";5006408;"MS";7738;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";36000;"Prefeitura Municipal de Várzea Nova - BA";2933158;"BA";13500;"31/12/2018"
"2597";"Prefeitura Municipal de Conceição do Mato Dentro - MG";3117504;"MG";18126;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";6000;"Prefeitura Municipal de Carmo do Rio Claro - MG";3114402;"MG";21400;"31/12/2018"
"2598";"Prefeitura Municipal de Carmo do Rio Claro - MG";3114402;"MG";21400;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";6000;"Prefeitura Municipal de Conceição do Mato Dentro - MG";3117504;"MG";18126;"31/12/2018"
"2599";"Prefeitura Municipal de Presidente Médici - RO";1100254;"RO";22337;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";12000;"Prefeitura Municipal de Fortaleza de Minas - MG";3126307;"MG";4382;"31/12/2018"
"2600";"Prefeitura Municipal de Caraúbas do Piauí - PI";2202539;"PI";5750;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";12000;"Prefeitura Municipal de Fortaleza de Minas - MG";3126307;"MG";4382;"31/12/2018"
"2601";"Prefeitura Municipal de Timon - MA";2112209;"MA";166295;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";3e+05;"Prefeitura Municipal de Paulistas - MG";3148400;"MG";4990;"31/12/2018"
"2602";"Prefeitura Municipal de Jaru - RO";1100114;"RO";55806;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";18000;"Prefeitura Municipal de Pequi - MG";3149606;"MG";4369;"31/12/2018"
"2603";"Prefeitura Municipal de Ilha Grande - PI";2204659;"PI";9242;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";18000;"Prefeitura Municipal de Pequi - MG";3149606;"MG";4369;"31/12/2018"
"2604";"Prefeitura Municipal de Santa Margarida do Sul - RS";4316972;"RS";2507;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";18000;"Prefeitura Municipal de Pequi - MG";3149606;"MG";4369;"31/12/2018"
"2605";"Prefeitura Municipal de Serra dos Aimorés - MG";3166709;"MG";8809;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";270000;"Prefeitura Municipal de Santa Maria do Salto - MG";3158102;"MG";5387;"31/12/2018"
"2606";"Prefeitura Municipal de Lourdes - SP";3527256;"SP";2260;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";1e+05;"Prefeitura Municipal de São Thomé das Letras - MG";3165206;"MG";7072;"31/12/2018"
"2607";"Prefeitura Municipal de Santa Maria do Salto - MG";3158102;"MG";5387;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";270000;"Prefeitura Municipal de Serra dos Aimorés - MG";3166709;"MG";8809;"31/12/2018"
"2608";"Prefeitura Municipal de Santo Antônio do Aracanguá - SP";3548054;"SP";8228;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";30000;"Prefeitura Municipal de Américo Brasiliense - SP";3501707;"SP";39189;"31/12/2018"
"2609";"Prefeitura Municipal de São Manuel - SP";3550100;"SP";40532;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";30000;"Prefeitura Municipal de Américo Brasiliense - SP";3501707;"SP";39189;"31/12/2018"
"2610";"Prefeitura Municipal de Tarumã - SP";3553955;"SP";14378;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";30000;"Prefeitura Municipal de Américo Brasiliense - SP";3501707;"SP";39189;"31/12/2018"
"2611";"Prefeitura Municipal de Crixás - GO";5206404;"GO";16795;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";30000;"Prefeitura Municipal de Américo Brasiliense - SP";3501707;"SP";39189;"31/12/2018"
"2612";"Prefeitura Municipal de Cafelândia - SP";3508801;"SP";17573;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Arco-Íris - SP";3503356;"SP";1873;"31/12/2018"
"2613";"Prefeitura Municipal de Luiziânia - SP";3527702;"SP";5573;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Arco-Íris - SP";3503356;"SP";1873;"31/12/2018"
"2614";"Prefeitura Municipal de Pratânia - SP";3541059;"SP";5126;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Arco-Íris - SP";3503356;"SP";1873;"31/12/2018"
"2615";"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Arco-Íris - SP";3503356;"SP";1873;"31/12/2018"
"2616";"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Arco-Íris - SP";3503356;"SP";1873;"31/12/2018"
"2617";"Prefeitura Municipal de Arataca - BA";2902252;"BA";11697;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Borborema - SP";3507407;"SP";15681;"31/12/2018"
"2618";"Prefeitura Municipal de Buri - SP";3508009;"SP";19655;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Borborema - SP";3507407;"SP";15681;"31/12/2018"
"2619";"Prefeitura Municipal de Pedregulho - SP";3537008;"SP";16582;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Borborema - SP";3507407;"SP";15681;"31/12/2018"
"2620";"Prefeitura Municipal de Boqueirão do Leão - RS";4302451;"RS";7913;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Borborema - SP";3507407;"SP";15681;"31/12/2018"
"2621";"Prefeitura Municipal de Arataca - BA";2902252;"BA";11697;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Buri - SP";3508009;"SP";19655;"31/12/2018"
"2622";"Prefeitura Municipal de Borborema - SP";3507407;"SP";15681;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Buri - SP";3508009;"SP";19655;"31/12/2018"
"2623";"Prefeitura Municipal de Pedregulho - SP";3537008;"SP";16582;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Buri - SP";3508009;"SP";19655;"31/12/2018"
"2624";"Prefeitura Municipal de Boqueirão do Leão - RS";4302451;"RS";7913;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Buri - SP";3508009;"SP";19655;"31/12/2018"
"2625";"Prefeitura Municipal de Arco-Íris - SP";3503356;"SP";1873;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Cafelândia - SP";3508801;"SP";17573;"31/12/2018"
"2626";"Prefeitura Municipal de Luiziânia - SP";3527702;"SP";5573;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Cafelândia - SP";3508801;"SP";17573;"31/12/2018"
"2627";"Prefeitura Municipal de Pratânia - SP";3541059;"SP";5126;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Cafelândia - SP";3508801;"SP";17573;"31/12/2018"
"2628";"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Cafelândia - SP";3508801;"SP";17573;"31/12/2018"
"2629";"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Cafelândia - SP";3508801;"SP";17573;"31/12/2018"
"2630";"Prefeitura Municipal de Patrocínio Paulista - SP";3536307;"SP";14223;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";15000;"Prefeitura Municipal de Dourado - SP";3514304;"SP";8903;"31/12/2018"
"2631";"Prefeitura Municipal de Pongaí - SP";3540101;"SP";3494;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";15000;"Prefeitura Municipal de Dourado - SP";3514304;"SP";8903;"31/12/2018"
"2632";"Prefeitura Municipal de Cândido Sales - BA";2906709;"BA";26760;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";14000;"Prefeitura Municipal de Iacri - SP";3519204;"SP";6457;"31/12/2018"
"2633";"Prefeitura Municipal de Canudos - BA";2906824;"BA";17222;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";2000;"Prefeitura Municipal de Ipuã - SP";3521309;"SP";15752;"31/12/2018"
"2634";"Prefeitura Municipal de São Thomé das Letras - MG";3165206;"MG";7072;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";1e+05;"Prefeitura Municipal de Lourdes - SP";3527256;"SP";2260;"31/12/2018"
"2635";"Prefeitura Municipal de Arco-Íris - SP";3503356;"SP";1873;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Luiziânia - SP";3527702;"SP";5573;"31/12/2018"
"2636";"Prefeitura Municipal de Cafelândia - SP";3508801;"SP";17573;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Luiziânia - SP";3527702;"SP";5573;"31/12/2018"
"2637";"Prefeitura Municipal de Pratânia - SP";3541059;"SP";5126;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Luiziânia - SP";3527702;"SP";5573;"31/12/2018"
"2638";"Prefeitura Municipal de Benjamin Constant do Sul - RS";4302055;"RS";2227;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Luiziânia - SP";3527702;"SP";5573;"31/12/2018"
"2639";"Prefeitura Municipal de Centenário - RS";4305116;"RS";3021;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";10000;"Prefeitura Municipal de Luiziânia - SP";3527702;"SP";5573;"31/12/2018"
"2640";"Prefeitura Municipal de Dourado - SP";3514304;"SP";8903;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";15000;"Prefeitura Municipal de Patrocínio Paulista - SP";3536307;"SP";14223;"31/12/2018"
"2641";"Prefeitura Municipal de Pongaí - SP";3540101;"SP";3494;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";15000;"Prefeitura Municipal de Patrocínio Paulista - SP";3536307;"SP";14223;"31/12/2018"
"2642";"Prefeitura Municipal de Arataca - BA";2902252;"BA";11697;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Pedregulho - SP";3537008;"SP";16582;"31/12/2018"
"2643";"Prefeitura Municipal de Borborema - SP";3507407;"SP";15681;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Pedregulho - SP";3537008;"SP";16582;"31/12/2018"
"2644";"Prefeitura Municipal de Buri - SP";3508009;"SP";19655;"31/12/2018";"1.2.2.1.0.00.00 - Participações Permanentes";20000;"Prefeitura Municipal de Pedregulho - SP";3537008;"SP";16582;"31/12/2018"
